ID,electricity_consumption
1400,445.80084
1401,391.44257
1402,310.08505
1403,323.69
1404,376.38782
1405,366.3263
1406,322.7875
1407,324.60333
1408,372.97333
1409,358.68695
1410,396.92184
1411,347.90506
1412,370.7857
1413,346.48712
1414,314.87976
1415,292.06116
1416,360.71692
1417,452.38736
1418,591.7668
1419,573.8759
1420,545.44305
1421,398.367
1422,372.7585
1423,338.77472
1424,353.18124
1425,320.20093
1426,276.22733
1427,328.4994
1428,290.56973
1429,317.1198
1430,301.10513
1431,271.13345
1432,321.3244
1433,300.91086
1434,340.77347
1435,320.34564
1436,372.82675
1437,407.1004
1438,323.6857
1439,299.83862
1440,311.63528
1441,331.49515
1442,299.93338
1443,520.15
1444,398.17883
1445,484.24957
1446,433.26056
1447,519.66644
1448,535.7758
1449,476.8135
1450,293.05515
1451,338.76096
1452,333.1957
1453,341.91113
1454,279.97836
1455,323.27625
1456,322.2936
1457,303.0585
1458,381.36368
1459,363.72772
1460,375.98483
1461,391.59564
1462,337.58575
1463,312.36337
1464,309.87585
1465,323.4719
1466,320.88498
1467,343.88098
1468,303.00018
1469,339.4467
1470,311.68005
1471,310.16428
1472,303.2664
1473,269.95035
1474,293.43503
1475,296.18396
1476,299.9613
1477,307.4161
1478,275.48315
1479,273.19553
1480,349.3914
1481,311.02487
1482,323.66272
1483,336.88046
1484,347.75598
1485,365.5999
1486,451.49628
1487,475.0917
2040,202.65341
2041,188.04688
2042,223.97568
2043,215.78665
2044,215.21638
2045,210.0776
2046,212.55298
2047,224.84027
2048,208.15262
2049,223.33063
2050,214.41777
2051,216.20497
2052,229.08842
2053,233.64566
2054,248.08731
2055,218.17886
2056,215.66713
2057,241.38913
2058,228.6692
2059,236.55177
2060,241.08173
2061,244.56313
2062,331.60214
2063,340.06824
2064,250.65906
2065,258.36575
2066,303.86194
2067,300.45825
2068,236.58961
2069,263.67285
2070,229.31296
2071,279.92032
2072,239.0894
2073,266.61713
2074,249.03868
2075,244.42497
2076,295.74063
2077,246.14622
2078,300.63672
2079,267.66162
2080,225.9698
2081,261.59616
2082,272.6457
2083,314.10022
2084,334.18674
2085,352.59464
2086,349.0111
2087,383.88684
2088,362.01935
2089,300.8503
2090,411.51566
2091,390.57553
2092,458.46527
2093,304.96548
2094,333.0218
2095,374.09427
2096,303.26868
2097,320.35565
2098,331.14978
2099,372.60696
2100,317.1767
2101,359.5361
2102,320.02963
2103,286.13385
2104,257.82993
2105,252.13495
2106,271.5811
2107,263.34625
2108,253.79951
2109,245.91928
2110,289.83185
2111,335.52948
2112,324.65817
2113,362.31644
2114,318.61182
2115,397.32867
2116,362.3437
2117,309.47382
2118,318.88745
2119,353.2122
2120,310.39346
2121,330.67148
2122,337.15634
2123,290.35977
2124,370.60352
2125,319.70343
2126,346.30786
2127,265.31024
2128,325.59018
2129,266.5969
2130,257.44757
2131,272.57492
2132,408.935
2133,348.59445
2134,387.44418
2135,412.78293
2136,345.51865
2137,338.27362
2138,382.15985
2139,402.89706
2140,402.8362
2141,409.58505
2142,434.30484
2143,424.04608
2144,462.87643
2145,465.05597
2146,373.36896
2147,487.05798
2148,473.03546
2149,516.7351
2150,526.5721
2151,543.00916
2152,496.2184
2153,483.3189
2154,577.5674
2155,474.69064
2156,621.0279
2157,536.6633
2158,511.9352
2159,482.14578
2160,540.73334
2161,475.96143
2162,387.40186
2163,351.81424
2164,311.7415
2165,285.17273
2166,250.91881
2167,255.37317
2168,256.36
2169,226.13246
2170,221.38708
2171,229.72223
2172,233.12212
2173,234.77417
2174,210.52655
2175,258.81052
2176,361.3623
2177,362.41254
2178,271.55255
2179,322.53647
2180,430.64523
2181,476.57837
2182,445.2275
2183,394.2688
2184,363.7247
2185,474.45584
2186,504.69815
2187,430.698
2188,474.6989
2189,409.67715
2190,446.4982
2191,494.79477
2192,410.57117
2193,279.74298
2194,273.09827
2195,347.76926
2196,276.4898
2197,281.7224
2198,253.50975
2199,273.279
2200,234.19662
2201,272.45065
2202,259.6737
2203,358.7718
2204,402.99094
2205,358.5136
2206,354.3487
2207,411.4115
2760,296.72577
2761,289.44812
2762,304.68893
2763,294.46408
2764,342.47086
2765,324.05447
2766,335.22455
2767,380.36475
2768,359.5075
2769,370.48685
2770,314.32812
2771,327.24396
2772,323.26242
2773,317.4197
2774,271.48398
2775,352.5272
2776,320.6527
2777,310.72803
2778,311.16452
2779,290.61865
2780,304.20026
2781,299.70856
2782,307.8186
2783,332.90427
2784,332.51822
2785,363.97943
2786,318.2939
2787,316.2331
2788,288.0793
2789,295.86905
2790,306.98773
2791,347.10287
2792,349.34363
2793,244.85805
2794,259.87296
2795,281.6776
2796,287.83395
2797,272.70285
2798,223.14503
2799,276.84396
2800,330.50568
2801,303.6647
2802,296.48352
2803,262.64084
2804,294.83646
2805,271.29803
2806,311.56885
2807,316.71692
2808,321.50217
2809,277.50928
2810,299.03152
2811,320.6184
2812,296.0577
2813,306.5101
2814,298.50586
2815,357.70026
2816,318.1895
2817,282.64392
2818,280.9303
2819,339.00348
2820,346.82962
2821,347.2451
2822,314.83304
2823,298.16293
2824,354.846
2825,344.23062
2826,322.0098
2827,292.6661
2828,326.88074
2829,339.5356
2830,336.5809
2831,379.46735
2832,355.45953
2833,371.31302
2834,400.279
2835,386.46252
2836,369.56107
2837,398.81808
2838,380.96255
2839,378.39355
2840,446.52777
2841,368.19724
2842,407.81302
2843,372.6347
2844,399.81433
2845,405.28287
2846,358.5366
2847,402.82858
2848,401.59872
2849,401.5093
2850,386.54572
2851,400.69495
2852,420.34268
2853,387.4341
2854,436.40036
2855,507.9979
2856,423.6973
2857,454.19064
2858,404.7241
2859,465.36432
2860,436.3551
2861,420.4779
2862,393.32895
2863,388.0822
2864,478.93347
2865,355.13617
2866,402.76154
2867,318.71082
2868,310.51056
2869,281.16177
2870,285.27094
2871,271.37415
2872,259.5425
2873,298.96597
2874,261.90915
2875,250.09709
2876,261.56174
2877,236.15196
2878,279.82916
2879,253.98024
2880,257.52866
2881,250.20486
2882,244.46771
2883,269.99594
2884,280.65497
2885,271.08585
2886,281.30295
2887,290.8791
2888,282.77023
2889,249.15776
2890,294.5835
2891,292.3354
2892,271.44595
2893,304.33612
2894,259.5698
2895,250.19838
2896,287.24258
2897,286.36816
2898,270.57913
2899,254.47948
2900,261.746
2901,254.90045
2902,278.93787
2903,309.48456
2904,310.82874
2905,268.99475
2906,269.92007
2907,267.45813
2908,269.42087
2909,313.98807
2910,333.2762
2911,283.45667
2912,333.0102
2913,238.98064
2914,243.73631
2915,261.06616
2916,260.64474
2917,275.66742
2918,219.53815
2919,222.32513
2920,231.33383
2921,236.71204
2922,238.12033
2923,223.0915
2924,218.8216
2925,216.37201
2926,239.78236
2927,251.48122
2928,241.64006
2929,216.46822
2930,253.5734
2931,253.60522
2932,241.02081
2933,259.49173
2934,270.42178
2935,284.33383
2936,302.2558
2937,267.6526
2938,279.0406
2939,299.2378
2940,311.6849
2941,315.89032
2942,274.62518
2943,262.74103
2944,326.2401
2945,270.76846
2946,287.59375
2947,271.55148
2948,258.82336
2949,259.48688
2950,277.16055
2951,303.0995
3504,335.12427
3505,287.67657
3506,303.9112
3507,322.56705
3508,310.10696
3509,282.59778
3510,320.37543
3511,320.6646
3512,358.9608
3513,325.14206
3514,305.3809
3515,362.30292
3516,335.07166
3517,341.35492
3518,334.971
3519,306.77673
3520,338.55563
3521,325.178
3522,315.97675
3523,312.43222
3524,296.21155
3525,320.3142
3526,312.63913
3527,341.36728
3528,324.47156
3529,342.9633
3530,301.66104
3531,320.24017
3532,328.7013
3533,315.59558
3534,393.8008
3535,367.04608
3536,369.17087
3537,386.30075
3538,357.99576
3539,360.9291
3540,307.76978
3541,286.4005
3542,317.982
3543,287.10425
3544,323.99942
3545,319.66577
3546,335.5471
3547,302.05548
3548,318.91168
3549,307.0637
3550,334.45074
3551,331.31216
3552,354.27856
3553,376.47055
3554,355.00684
3555,380.52496
3556,373.9983
3557,366.82425
3558,358.22946
3559,346.92877
3560,378.94885
3561,360.8464
3562,381.99088
3563,399.12265
3564,368.26544
3565,336.00815
3566,341.6557
3567,337.1189
3568,408.642
3569,325.99554
3570,334.03745
3571,355.68304
3572,324.79672
3573,365.79684
3574,327.80362
3575,363.53815
3576,388.04358
3577,336.42084
3578,333.58698
3579,355.55923
3580,361.54782
3581,353.23837
3582,351.6451
3583,337.55426
3584,405.79178
3585,344.07883
3586,335.04773
3587,372.66113
3588,323.19116
3589,358.99374
3590,324.17407
3591,243.50737
3592,268.9034
3593,255.51422
3594,272.72952
3595,267.9177
3596,283.2448
3597,302.5052
3598,238.96304
3599,264.43134
3600,275.3266
3601,246.69463
3602,250.69174
3603,286.6797
3604,269.77917
3605,274.0936
3606,298.31714
3607,274.47314
3608,294.80255
3609,272.4736
3610,303.42395
3611,289.93707
3612,287.62738
3613,272.84424
3614,313.6303
3615,259.7545
3616,246.62413
3617,274.71597
3618,269.95016
3619,268.98804
3620,282.1594
3621,260.26135
3622,265.22836
3623,271.55417
3624,285.51514
3625,286.3045
3626,277.93655
3627,288.1652
3628,293.96698
3629,299.77768
3630,324.9809
3631,290.9644
3632,335.59476
3633,284.03186
3634,310.6775
3635,310.1661
3636,299.8354
3637,263.4975
3638,277.41016
3639,242.83197
3640,261.44653
3641,250.58575
3642,262.86462
3643,251.52664
3644,288.20502
3645,269.618
3646,258.85583
3647,269.87668
3648,269.8188
3649,286.014
3650,307.59116
3651,321.29712
3652,293.48657
3653,304.723
3654,375.68665
3655,335.88412
3656,393.8524
3657,333.5628
3658,316.54047
3659,338.07263
3660,342.67596
3661,294.14587
3662,298.31577
3663,271.0089
3664,281.2313
3665,266.00613
3666,277.3088
3667,274.63727
3668,325.0101
3669,306.3142
3670,277.41806
3671,312.38025
4224,298.17148
4225,256.9831
4226,296.77136
4227,291.59448
4228,282.59058
4229,262.19803
4230,247.61183
4231,269.28247
4232,261.38443
4233,265.3402
4234,266.8742
4235,259.1432
4236,299.42072
4237,229.50049
4238,273.239
4239,256.302
4240,285.09744
4241,263.3046
4242,266.69098
4243,222.50368
4244,256.82782
4245,315.4953
4246,285.83176
4247,288.86023
4248,323.90646
4249,269.50415
4250,264.6223
4251,288.1966
4252,347.33377
4253,318.45233
4254,321.28314
4255,331.30203
4256,310.99496
4257,327.49255
4258,260.93997
4259,246.50359
4260,274.20587
4261,238.16652
4262,306.79352
4263,230.98608
4264,277.094
4265,270.4818
4266,258.35025
4267,251.18842
4268,265.38876
4269,273.0635
4270,267.45032
4271,338.6496
4272,333.4835
4273,294.51733
4274,322.0765
4275,297.6398
4276,352.3457
4277,330.21902
4278,282.80722
4279,355.4376
4280,311.08658
4281,315.33136
4282,294.1758
4283,353.76514
4284,384.49783
4285,359.52246
4286,338.38974
4287,400.71173
4288,315.72256
4289,323.49146
4290,319.4351
4291,310.6523
4292,335.35983
4293,264.2822
4294,283.26846
4295,313.92267
4296,308.88397
4297,298.2941
4298,330.13013
4299,366.43506
4300,368.05692
4301,398.79938
4302,311.98886
4303,388.88867
4304,378.30576
4305,390.8107
4306,395.4331
4307,347.79828
4308,347.79172
4309,380.61725
4310,340.85025
4311,416.17636
4312,430.8552
4313,351.64963
4314,294.52087
4315,308.97043
4316,349.41888
4317,394.8917
4318,356.38605
4319,405.58182
4320,395.69708
4321,377.9511
4322,342.86786
4323,455.8371
4324,361.72968
4325,388.49567
4326,335.93457
4327,296.71725
4328,304.51883
4329,352.04657
4330,321.03705
4331,325.14426
4332,326.3202
4333,375.8794
4334,392.77637
4335,436.57294
4336,444.36
4337,363.27893
4338,354.6113
4339,331.0558
4340,419.72708
4341,481.15543
4342,456.77014
4343,416.50183
4344,447.83282
4345,369.15274
4346,468.3742
4347,412.65976
4348,394.79376
4349,378.15723
4350,364.68475
4351,379.46323
4352,336.6828
4353,314.0204
4354,342.68506
4355,369.49002
4356,402.04242
4357,461.77765
4358,385.2335
4359,452.10004
4360,437.21106
4361,382.06915
4362,458.71658
4363,399.79337
4364,422.72595
4365,463.2305
4366,464.37344
4367,381.32474
4368,439.7905
4369,382.1804
4370,417.26834
4371,495.01413
4372,362.04422
4373,358.42535
4374,383.03763
4375,383.14154
4376,375.38202
4377,413.01935
4378,398.70877
4379,425.0586
4380,424.25287
4381,411.37036
4382,490.2403
4383,490.35394
4384,571.51044
4385,442.60013
4386,484.56024
4387,413.53415
4388,425.17926
4389,496.93723
4390,441.78018
4391,495.91116
4392,496.48026
4393,473.07257
4394,421.21036
4395,423.59448
4396,399.70923
4397,372.02707
4398,367.72375
4399,358.42694
4400,396.63428
4401,353.57736
4402,335.00687
4403,298.21796
4404,331.655
4405,291.98395
4406,329.92172
4407,249.46736
4408,284.95062
4409,333.70816
4410,288.11346
4411,325.02515
4412,315.16925
4413,301.51807
4414,333.9123
4415,370.63525
4968,331.69168
4969,292.1514
4970,297.73862
4971,323.3772
4972,283.26807
4973,264.923
4974,341.0332
4975,264.0218
4976,345.24585
4977,297.37445
4978,372.47125
4979,333.97403
4980,330.91785
4981,328.40466
4982,373.24814
4983,287.87915
4984,297.37015
4985,350.90973
4986,297.72943
4987,298.28174
4988,325.83554
4989,308.00922
4990,342.63553
4991,319.7734
4992,350.44537
4993,323.226
4994,306.77808
4995,314.6058
4996,317.1833
4997,345.12997
4998,339.33994
4999,269.46826
5000,311.368
5001,372.7066
5002,349.8808
5003,319.97134
5004,334.92825
5005,390.6984
5006,462.94986
5007,321.03085
5008,340.50244
5009,342.899
5010,325.0423
5011,370.86722
5012,352.85068
5013,372.8231
5014,409.2195
5015,418.05795
5016,438.49182
5017,343.8268
5018,386.58124
5019,399.2462
5020,332.84995
5021,383.43198
5022,384.69724
5023,314.0607
5024,376.59082
5025,257.1126
5026,281.0734
5027,330.28125
5028,248.8374
5029,289.89932
5030,339.29782
5031,336.68976
5032,343.08353
5033,282.81122
5034,251.99654
5035,293.43323
5036,276.56458
5037,286.6452
5038,285.36243
5039,256.2959
5040,282.30167
5041,245.87332
5042,280.23703
5043,261.06958
5044,307.8548
5045,289.02368
5046,302.66794
5047,242.58891
5048,287.5249
5049,315.6868
5050,318.22864
5051,286.6867
5052,334.24353
5053,301.94843
5054,370.33182
5055,333.23956
5056,341.10004
5057,330.43173
5058,322.3838
5059,323.49026
5060,300.1654
5061,297.52054
5062,281.47372
5063,351.06726
5064,325.11096
5065,316.3442
5066,341.94788
5067,392.29565
5068,332.42084
5069,318.53275
5070,344.69
5071,314.1865
5072,332.5815
5073,315.3894
5074,309.99634
5075,327.9323
5076,278.75238
5077,308.2182
5078,354.2033
5079,245.84816
5080,321.34128
5081,324.35886
5082,285.9466
5083,317.39334
5084,361.71082
5085,311.32712
5086,381.40552
5087,346.27225
5088,373.53836
5089,330.47156
5090,392.23428
5091,332.87073
5092,373.294
5093,347.4917
5094,396.69556
5095,356.3106
5096,359.62003
5097,350.01282
5098,409.5247
5099,389.5627
5100,409.52704
5101,397.15457
5102,408.65942
5103,368.2884
5104,479.47134
5105,321.38074
5106,329.79584
5107,334.15613
5108,393.51083
5109,394.91824
5110,438.80096
5111,485.89798
5112,364.3274
5113,390.19693
5114,361.22498
5115,362.56906
5116,360.6577
5117,353.69565
5118,318.30814
5119,332.9466
5120,308.23203
5121,315.59225
5122,294.92834
5123,300.8779
5124,229.673
5125,289.69147
5126,282.62405
5127,221.12767
5128,231.6519
5129,234.01645
5130,254.08838
5131,261.698
5132,315.23022
5133,242.66815
5134,281.1341
5135,318.1441
5136,289.30472
5137,282.69214
5138,291.51865
5139,291.52307
5140,282.0495
5141,263.96432
5142,343.88098
5143,314.22604
5144,351.82056
5145,291.02924
5146,327.74963
5147,352.7617
5148,283.16934
5149,328.40442
5150,314.95145
5151,282.09454
5152,279.8825
5153,260.83524
5154,251.29886
5155,281.8152
5156,298.22733
5157,262.54337
5158,272.5289
5159,299.27652
5712,306.40497
5713,295.70483
5714,315.55893
5715,302.2718
5716,309.30435
5717,307.90445
5718,337.35938
5719,328.5905
5720,352.44962
5721,352.59122
5722,352.58444
5723,343.00085
5724,312.45132
5725,302.69965
5726,312.61856
5727,286.36118
5728,287.66147
5729,259.34564
5730,278.51874
5731,309.78873
5732,293.55997
5733,283.6283
5734,267.8762
5735,269.28198
5736,309.20825
5737,280.18713
5738,281.7702
5739,290.96063
5740,299.99026
5741,291.78375
5742,301.9085
5743,307.3718
5744,315.8133
5745,341.7211
5746,309.279
5747,338.04358
5748,306.73834
5749,292.85608
5750,320.19662
5751,297.2736
5752,309.0732
5753,329.5331
5754,324.5929
5755,313.87723
5756,327.81104
5757,320.73584
5758,343.3537
5759,325.8991
5760,333.89792
5761,323.6331
5762,302.92603
5763,317.61212
5764,306.2693
5765,346.41568
5766,306.2583
5767,311.46976
5768,321.28897
5769,357.99237
5770,351.44797
5771,357.87152
5772,310.39154
5773,362.09583
5774,361.7385
5775,292.6872
5776,323.17343
5777,303.5699
5778,323.8008
5779,330.82413
5780,332.33722
5781,335.49374
5782,330.63193
5783,369.03616
5784,349.18634
5785,318.1635
5786,366.15024
5787,372.66827
5788,360.02084
5789,362.51602
5790,347.8887
5791,331.86716
5792,352.6554
5793,389.83688
5794,339.492
5795,357.6339
5796,351.47784
5797,335.56055
5798,376.10382
5799,369.67813
5800,377.88367
5801,377.83252
5802,356.23306
5803,338.7693
5804,330.674
5805,353.65225
5806,321.1408
5807,337.58163
5808,353.4194
5809,341.24637
5810,382.42804
5811,349.62607
5812,353.40323
5813,363.4571
5814,372.9838
5815,395.0078
5816,382.16763
5817,405.56335
5818,375.38815
5819,368.54233
5820,343.284
5821,410.4139
5822,351.38715
5823,387.81403
5824,398.0274
5825,395.60626
5826,372.48605
5827,372.54666
5828,361.72852
5829,400.32278
5830,354.25177
5831,365.37717
6384,300.876
6385,279.2496
6386,326.93814
6387,345.5249
6388,326.2714
6389,311.29813
6390,271.70062
6391,285.1094
6392,303.6433
6393,284.558
6394,324.95828
6395,319.86786
6396,340.12225
6397,311.6217
6398,302.77652
6399,245.9722
6400,301.33737
6401,295.2855
6402,260.12564
6403,280.73145
6404,253.98149
6405,304.7622
6406,302.45206
6407,284.5807
6408,328.9074
6409,291.54163
6410,341.19263
6411,318.4756
6412,312.67645
6413,275.31094
6414,291.53488
6415,279.69763
6416,318.80203
6417,278.7624
6418,334.3842
6419,323.8403
6420,358.31528
6421,316.0627
6422,337.07578
6423,281.62186
6424,314.16513
6425,309.17014
6426,306.89746
6427,342.9302
6428,297.64685
6429,331.4495
6430,338.5032
6431,326.14014
6432,364.7254
6433,344.01746
6434,351.48956
6435,334.94098
6436,342.8577
6437,307.8778
6438,295.34906
6439,315.28397
6440,301.69604
6441,327.20523
6442,329.81433
6443,347.22952
6444,328.93036
6445,361.3571
6446,279.5001
6447,270.32825
6448,288.24344
6449,302.57184
6450,269.36984
6451,304.69278
6452,267.5849
6453,309.7571
6454,325.28668
6455,297.19855
6456,334.17215
6457,339.4303
6458,337.76688
6459,361.24985
6460,364.24295
6461,333.7348
6462,311.3832
6463,315.07208
6464,338.21783
6465,329.29352
6466,343.32208
6467,368.076
6468,315.15216
6469,358.2867
6470,294.87177
6471,278.638
6472,298.50024
6473,309.40033
6474,295.09912
6475,306.82928
6476,281.99365
6477,322.25635
6478,324.1988
6479,296.1233
6480,347.3372
6481,308.85672
6482,361.7378
6483,365.6392
6484,335.1983
6485,327.30603
6486,363.73853
6487,359.94446
6488,343.3703
6489,308.10312
6490,334.82135
6491,361.76666
6492,370.34003
6493,386.06982
6494,326.1676
6495,345.2181
6496,339.60696
6497,352.34442
6498,329.474
6499,371.7416
6500,347.02682
6501,353.5916
6502,344.66092
6503,319.24243
6504,363.20178
6505,303.63617
6506,327.62567
6507,363.4282
6508,294.06665
6509,235.00854
6510,212.96451
6511,217.83264
6512,229.03874
6513,213.65413
6514,207.2144
6515,204.31366
6516,227.04933
6517,209.09283
6518,214.18614
6519,207.60574
6520,228.99513
6521,243.48732
6522,190.7507
6523,254.405
6524,207.05165
6525,246.4993
6526,222.12485
6527,235.58359
6528,262.17496
6529,238.04109
6530,242.77934
6531,214.31033
6532,217.17146
6533,232.48859
6534,204.34846
6535,199.37355
6536,224.90271
6537,200.0764
6538,194.15004
6539,174.02579
6540,194.82602
6541,197.17566
6542,202.29445
6543,187.15211
6544,224.57576
6545,231.33215
6546,199.56813
6547,255.727
6548,200.7325
6549,251.03693
6550,247.55861
6551,272.32895
6552,261.996
6553,262.98355
6554,279.70462
6555,286.28195
6556,279.3367
6557,272.617
6558,248.91635
6559,253.36058
6560,255.03737
6561,245.51073
6562,203.9277
6563,194.5032
6564,202.77696
6565,205.77011
6566,204.49895
6567,195.46477
6568,216.48679
6569,230.97885
6570,195.29944
6571,261.67957
6572,231.84184
6573,215.87239
6574,218.7528
6575,217.784
7128,216.07114
7129,226.76877
7130,287.92862
7131,238.11131
7132,215.39323
7133,238.9134
7134,284.84808
7135,224.04529
7136,229.96135
7137,209.85634
7138,226.89609
7139,198.34242
7140,225.45967
7141,228.37329
7142,208.76408
7143,212.51617
7144,244.24117
7145,217.95953
7146,213.77406
7147,264.54935
7148,291.7503
7149,317.7524
7150,390.88275
7151,367.15472
7152,396.7847
7153,285.6476
7154,382.1479
7155,325.65997
7156,290.439
7157,278.4727
7158,304.8704
7159,241.83817
7160,323.95853
7161,319.89313
7162,351.3378
7163,346.34927
7164,184.42288
7165,378.56506
7166,324.74805
7167,366.59677
7168,478.2187
7169,442.41193
7170,329.36047
7171,415.70822
7172,497.8562
7173,397.7577
7174,428.7506
7175,432.35724
7176,518.2027
7177,436.7644
7178,471.16583
7179,418.54507
7180,368.2586
7181,377.99304
7182,326.23
7183,351.75903
7184,368.46167
7185,391.56448
7186,289.6041
7187,360.79938
7188,431.54068
7189,401.64368
7190,308.34125
7191,387.31952
7192,439.22922
7193,417.49536
7194,405.3062
7195,398.99298
7196,371.6507
7197,390.55182
7198,367.4234
7199,486.27472
7200,445.4574
7201,390.4389
7202,423.47327
7203,333.8453
7204,329.8749
7205,323.01514
7206,405.98596
7207,285.0208
7208,313.30408
7209,276.68448
7210,279.4368
7211,299.29935
7212,348.16495
7213,318.2165
7214,310.92032
7215,363.03882
7216,370.273
7217,375.76108
7218,407.89767
7219,467.28442
7220,540.1032
7221,476.3156
7222,435.87228
7223,369.85876
7224,491.0442
7225,456.0794
7226,416.4555
7227,387.67294
7228,320.2357
7229,390.51492
7230,428.4421
7231,290.49323
7232,442.5407
7233,423.29947
7234,366.35892
7235,327.85004
7236,498.03433
7237,451.9353
7238,430.94727
7239,425.95093
7240,499.70258
7241,389.3008
7242,399.23862
7243,391.13684
7244,378.58722
7245,434.65463
7246,477.9178
7247,502.95126
7248,567.35754
7249,526.81726
7250,505.78168
7251,441.28833
7252,463.32166
7253,409.11182
7254,465.93643
7255,485.6455
7256,427.48615
7257,446.61594
7258,416.0911
7259,515.61523
7260,541.0385
7261,500.7117
7262,459.1224
7263,572.4115
7264,501.9682
7265,532.27527
7266,410.0558
7267,413.7684
7268,472.1461
7269,427.1496
7270,523.3178
7271,512.1362
7272,432.24142
7273,513.1085
7274,607.0507
7275,648.30597
7276,464.96765
7277,496.98914
7278,475.63998
7279,519.7807
7280,593.3313
7281,551.00433
7282,452.81348
7283,562.4974
7284,508.53873
7285,597.9958
7286,564.336
7287,650.1787
7288,614.50635
7289,549.9813
7290,507.17557
7291,498.64874
7292,653.9178
7293,649.3235
7294,546.09344
7295,678.48914
7848,317.58044
7849,338.77634
